,Sentence,Sentiment,target,cleaned_text
151,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral,0,subsidiary set facility manufacture high density interconnection print circuit board pcb Nokia special economic zone Sriperumbudur near Chennai
152,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,1,$ CRM Sep 40 call +35 since entry bang http://stks.co/dedm
153,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,-1,January June 2010 dilute loss share stand EUR0 .3 versus EUR0 .1 half 2009
154,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,1,rapala say estimate saving 1 2 mln eur year centralise french operation site
155,$VMW  Got a nice push today following small sweepers of May C this morning,positive,1,$ VMW got nice push today follow small sweeper C morning
156,That topped consensus forecasts for earnings of 0.21 euros a share .,positive,1,top consensus forecast earning 0.21 euro share
157,R&D Loan ) .,neutral,0,R&D Loan
158,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",positive,1,future company intend look know outside company cooperate actor sector
159,"You need to be ready when the window opens up , Rosberg said .",neutral,0,need ready window open Rosberg say
160,"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,0,"50,000 tonne asphalt mix contract"
161,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,0,PA JPMorgan Chase Co NYSE JPM Pohjoa Bank joint lead manager senior unsecured deal
162,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,1,$ CTRP break good vol parser buy signal notice bob langs comment look 48 fast
163,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",neutral,0,sale Finland decrease 10.5 January sale outside Finland drop 17
164,"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,-1,"pulp production Finnish Kemij+ñrvi liquidate 1,100 employee loose job"
165,Nordea was the cheapest also for a couple in their 30s with debt .,neutral,0,Nordea cheap couple 30 debt
166,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,0,Jussi Pesonen member Sampo Board since 2006 renounce seat Sampo Board
167,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative,-1,"Tesla recall 2,700 Model X car https://t.co/8z7bkvstl9 $ tsla"
168,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,1,adjust change Group structure Division net sale increase 1.7
169,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,0,make matter difficult company say grapple high oil gas price push cost energy raw material transportation
170,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,1,amending proposal simplify propose plan increase incentive key employee stay Company
171,The solution will now be expanded to include all ground staff tasks .,neutral,0,solution expand include ground staff task
172,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,-1,operating loss total EUR 3.2 mn compare profit EUR 7.2 mn quarter 2008
173,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,1,fedday look sharp equity $ AAPL $ HD $ low $ fb see $ UVXY $ tvix getting hammer market down
174,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,1,net sale total EUR 93.6 mn EUR 93.2 mn corresponding period 2005
175,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,0,consequence Works Council withdraw petition suspend reorganisation
176,CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,positive,1,CEO Erkki J+ñrvinen happy company performance 2010
177,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,1,comparable net sale expect increase 10 2008 line group target
178,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive,1,follow transaction Lundbeck worldwide right nalmefene exclude North America Mexico Turkey South Korea
179,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral,0,government start sell month put 8 percent stake TeliaSonera auction bloc
180,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,0,report go provide detailed profile lead european specialty chemical company brief profile major player
181,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,1,operating profit net sale month period increase respectively EUR16 .0 m EUR139 m compare corresponding quarter 2006
182,The company expects its net sales for the whole 2009 to be at previous year levels .,neutral,0,company expect net sale 2009 previous year level
183,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,0,company headquarter Sievi Finland list Nordic Exchange Helsinki
184,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,1,commission income increase 22 EUR 4.4 mn lending volume rise 13.5
185,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,0,finnish company sell UK operation consist 50 staff office London Birmingham Manchester deal Hampden July 2001 european wide property casualty arm Sampo Industrial
186,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative,-1,building home improvement trade sale decrease 22.5 EUR 201.4 mn
187,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,0,Innova 2 building locate close downtown immediate vicinity Paviljonki travel center walk distance heart city thank trade fair bridge
188,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",neutral,0,finnish textile clothing group Marimekko Oyj post net profit 7.99 mln euro $ 10.4 mln 2006 compare 8.4 mln euro $ 10.9 mln 2005
189,The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,1,main strength cooperation project lie merge know large company
190,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,neutral,0,shareholder right agenda agm item competence general meeting
191,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive,1,Kazgiprotsvetmet Outotec Finland sign agreement strategic cooperation marketing providing mineral processing metallurgical plant related service Kazakhstan surround country
192,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",neutral,0,rapid decrease net sale personnel reduction carry wide scale initially expect
193,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,0,government instead propose exchange state stake LMT TeliaSonera stake Lattelecom
194,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,0,Stora release fourth quarter 2009 year earning Feb. 4
195,Full-year operating result for 2008 was 3.6 million negative .,neutral,0,year operating result 2008 3.6 million negative
196,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,negative,-1,$ NQ got hit hard low > look like find support 18.89 http://stks.co/s052z
197,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,0,2008 AVC Systemhaus net sale EUR 10 million usd 7.1 m
198,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",positive,1,"company establish 3 g base station 17,000 foot foot Mount Everest enable mountain climber 29,035 foot summit surf internet send video exploit"
199,We offer our customers solutions based on renewable raw materials .,neutral,0,offer customer solution base renewable raw material
200,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,neutral,0,survey conduct Taloustutkimus Sampo Life show company badly prepared lose key staff member
201,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",neutral,0,Antti Orkola president Kemira GrowHow Industrial Solutions unit tell Thomson Financial News company open price phosphate ` quite depressed long time
202,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive,1,pretax profit group life insurance business increase EUR36 m EUR27 m
203,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,neutral,0,available follow brand new market analyse Cement Pakistan Cement Malaysia Cement Taiwan Cement Philippines analysis clear overview actual situation future outlook cement industry asian country
204,"The Company serves approximately 3,000 customers in over 100 countries .",neutral,0,"Company serve approximately 3,000 customer 100 country"
205,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,negative,-1,RT @alphatrends vmarket Acting Weak http://stks.co/1agn $ SPY $ qqq $ XLF $ SMH $ iwm
