,label,text,target,cleaned_text
120,positive,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",1,Ramirent net sale second quarterende June 30 EURO 128.7 million U.S. $ 163 million 3.3 percent increase compare EURO 124.6 million thesecond quarter year
121,positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",1,revenue grow 2 percent x20ac 580 million $ 743 million x20ac 569 million
122,positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,1,Ruukki announce sign agreement Aker Solutions Norway supply 24 suction anchor September 2010 Kalajoki unit Finland
123,positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",1,Ruukki delivery volume sell price show favourable development company comparable net sale grow 50 year year EUR647 m CEO Sakari Tamminen say
124,positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .,1,Sanoma Magazines net sale estimate grow 2006
125,positive,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,1,bank forecast Finland gdp grow 2 2010 2011
126,positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",1,"circuit overall production rate weekly basis excess average 40,000 tonne day volume excess 50,000 tonne day reach individual day"
127,positive,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",1,company consolidated operating profit amount EUR 15.86 mn EUR 4.14 mn year year
128,positive,The Department Store Division reported an increase in sales of 4 per cent .,1,Department Store Division report increase sale 4 cent
129,positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,1,fair value company investment property grow EUR 2.803 billion end March 2009 EUR 2.691 million year ago
130,positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",1,quarter good quarter 2009 net sale operate margin rise 12.2
131,positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",1,major brewery increase domestic beer sale 4.5 cent year 256.88 million litre 245.92 million litre 2004
132,positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",1,transaction double tecnomen workforse add fourth net sale
133,positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,1,operate profit rise 26.9 EUR 105.8 83.4 million
134,positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",1,` ` purchase Cramo second large rental service provider latvian market
135,positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",1,` ` priority 2009 strengthen company balance sheet increase cash flow CEO Hannu Krook say
136,positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',1,` ` purchase operation YIT strategy expand offering build system service geographically
137,positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,1,21 October 2010 finnish fishing tackle company Rapala VMC Corp HEL RAP1V say today net profit rise EUR18 .9 m month 2010 EUR15 .1 m same period year early
138,neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",0,structure bim build information modeling software Tekla model base software provider adopt construction management delivery university project Abu Dhabi
139,positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",1,accord Finnish Metso Minerals value company order go EUR 1.9 bn 12 month
140,positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,1,Finnish Aldata Solution sign contract supply G.O.L.D. system french retail chain
141,positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,1,Finnish Bank + land report operating profit rise EUR 21.3 mn second quarter 2009 EUR 6.1 mn corresponding period 2008
142,positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,1,finnish financial group Aktia operating profit 2009 increase EUR 47.0 mn EUR 6.6 mn 2008
143,positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,1,finnish forest machinery manufacturer Ponsse net sale grow EUR 51.3 mn quarter 2010 EUR 37.5 mn corresponding period 2009
144,positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,1,finnish KCI Konecranes raise net sale growth estimate 2006 25 35
145,positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,1,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company NorSun sign contract okmetic supply NorSun mono silicon crystal use solar cell manufacturing
146,positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,1,finnish pharmaceutical company Orion net sale rise EUR 190mn quarter 2009 EUR 180mn quarter 2008
147,positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",1,Finnish Ponsse sign agreement Babcock Africa distribution support Ponsse forest machine harvester head information system South Africa
148,positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,1,south african Sappi large foreign forest industry company operate Finland result acquisition Finnish M real Corporation Graphic Papers Business unit
149,positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,1,accord Deputy MD Pekka Silvennoinen aim double turnover year
150,positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",1,accord hkscan Finland plan increase J+Ærvi Suomen Portti net sale EUR 80mn EUR 100mn
151,positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",1,advertising circulation revenue grow 3.4 0.4 respectively
152,positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",1,takeover Cramo second large rental service provider latvian market
153,positive,"Again , the most significant sales increase of 18.6 % was in Russia .",1,significant sale increase 18.6 Russia
154,positive,Alma Media expects its net sales to increase as forecast previously .,1,Alma Media expect net sale increase forecast previously
155,positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,1,Lemmink+Æinen profit accounting period go EUR 3.1 mn EUR -24.5 mn year ago
156,positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",1,end March 2007 group order book EUR 39.6 mn 42 corresponding period 2006
157,positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",1,"same time profit company increase 10 h1 reach Ls 79,000"
158,neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,0,Aviation Systems Maintenance base Kansas generate net sale usd 2.6 million 2008
159,positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",1,increase share meat sausage offer number new taste grill product shish kebab segment Paavel say
160,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",1,operating profit net sale 12 month period increase respectively EUR10 .5 m EUR28 .8 m compare financial year 2004
161,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",1,operating profit net sale 12 month period increase respectively EUR20 .8 m EUR177 .7 m compare financial year 2004
162,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",1,operating profit net sale 12 month period increase respectively EUR21 .5 m EUR196 .1 m compare 2005
163,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",1,operating profit net sale 12 month period increase respectively EUR4 .7 m EUR26 .7 m compare 2004
164,positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",1,operating profit net sale month period increase respectively 26.6 3.4 compare corresponding period 2006
165,positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",1,operating profit net sale month period increase respectively EUR13 .8 m EUR143 .6 m compare corresponding period 2007
